Event Name,Date,Time,Venue/Location,Ticket Price (USD),Category,Source URL,Description,All Sources,Listings Merged,Island Match,Lat,Lng
Paradise Plates,2026-09-26,8:00 PM,"Imperial Ballroom, Atlantis, Nassau, Bahamas",,Food & Drink,https://bahamas.tikkets.com/events/paradise-plates-oWQ7s,"Join us for Paradise Plates 2026, Hands for Hunger's premier fundraising event, on Saturday, September 26, 2026, at the Atlantis Imperial Ballroom, Paradise Island, The Bahamas.
Enjoy an elegant evening of exceptional cuisine, entertainment, and community as we come together to support Hands for Hunger's mission of fighting food insecurity and reducing food waste throughout The Bahamas. Every ticket helps make a difference in the lives of those in need.",tikkets: https://bahamas.tikkets.com/events/paradise-plates-oWQ7s,1,New Providence,,
Sir Durward Knowles National Junior Sailing Championship,2026-09-26,,"Montagu Beach, Nassau",,Regatta / Maritime,https://www.bahamas.com/events/sir-durward-knowles-national-junior-sailing-championship,The stage is set for a regatta like no other as the future sailors of The Bahamas showcase their skills on the beautiful waters of Montagu Beach.,bahamas.com: https://www.bahamas.com/events/sir-durward-knowles-national-junior-sailing-championship,1,New Providence,,
Gospel Brunch at Café Martinique,2026-09-27,,"Café Martinique, Marina Village, Paradise Island",$40.00 - $96.00,Concert / Live Music,https://www.bahamas.com/events/gospel-brunch-at-caf-martinique-gospel-brunch-at-caf,Elevate your Sundays with an extravagant all-inclusive brunch featuring gospel choir Shaback.,bahamas.com: https://www.bahamas.com/events/gospel-brunch-at-caf-martinique-gospel-brunch-at-caf,1,New Providence,,
Marketing Breakthrough: 40X Your Holistic Business [$297 Value],2026-09-27,10:00 AM - 12:00 PM,,,Sports & Fitness,https://www.eventbrite.com/e/marketing-breakthrough-40x-your-holistic-business-297-value-tickets-1222103026049,,eventbrite: https://www.eventbrite.com/e/marketing-breakthrough-40x-your-holistic-business-297-value-tickets-1222103026049,1,Unverified,,
Nassau's Finest Sunday Brunch,2026-09-27,,"Nassau, Nassau & Paradise Island",,Food & Drink,https://www.bahamas.com/events/nassau-finest-sunday-brunch,"Set atop a white sand bluff serving up both dramatic views and delectable dishes, DUNE continues to be one of the most acclaimed restaurants in all of The Baham as, located at The Ocean Club, A Four Seasons Resort .",bahamas.com: https://www.bahamas.com/events/nassau-finest-sunday-brunch,1,New Providence,,
Soul Sundayz,2026-09-27,6:00 PM - 1:00 AM,Bahamas,$5.00,Food & Drink,https://eticketslive.com/event/soul-sundayz/,,eticketslive: https://eticketslive.com/event/soul-sundayz/,1,Unverified,,
Sunday Brunch at Costa,2026-09-27,3:00 PM,"Rosewood Baha Mar, Nassau",,Food & Drink,https://www.rosewoodhotels.com/en/baha-mar/experiences/calendar/sunday-brunch-at-costa,Sunday Brunch offered 111:30 am to 3:30 pm every Sunday at Costa.,nassauparadiseisland: https://www.rosewoodhotels.com/en/baha-mar/experiences/calendar/sunday-brunch-at-costa,1,New Providence,,
Barnes & Noble and Waterstones Virtually Presents: Madeline Miller,2026-09-29,2:00 PM - 3:00 PM,,,Arts & Theatre,https://www.eventbrite.com/e/barnes-noble-and-waterstones-virtually-presents-madeline-miller-tickets-1994686605332,,eventbrite: https://www.eventbrite.com/e/barnes-noble-and-waterstones-virtually-presents-madeline-miller-tickets-1994686605332,1,Unverified,,
Barrel & Prime Special at Seafire Steakhouse Atlantis,2026-09-30,,"Seafire Steakhouse, Marina Village Atlantis, Paradise Island",,General,https://www.bahamas.com/events/barrel--prime-special-at-seafire-steakhouse-atlantis,"Savor a sophisticated feast for two, featuring USDA Prime beef, decadent sides, and a signature dessert.",bahamas.com: https://www.bahamas.com/events/barrel--prime-special-at-seafire-steakhouse-atlantis,1,New Providence,,
"Who, When & Where: The Data Activity Story — CLOAK DSP",2026-09-30,2:30 PM,,Free,General,https://www.eventbrite.ca/e/who-when-where-the-data-activity-story-cloak-dsp-tickets-2001691276492,"Understand who accesses your data, when it happens, and where it goes with CLOAK DSP.",eventbrite: https://www.eventbrite.ca/e/who-when-where-the-data-activity-story-cloak-dsp-tickets-2001691276492,1,Unverified,,
"Pirate Passion in Paradise 2026: Nassau, Bahamas",2026-10-01,,"Courtyard by Marriott Nassau Downtown/Junkanoo Beach, COURTYARD by Marriott-Nassau, West Bay St, Nassau, Bahamas, Nassau",,General,https://allevents.in/nassau/pirate-passion-in-paradise-2026-nassau-bahamas/200028904119853,"Calling all Pirates & Parrot Heads! Looking to escape to Paradise? Ahoy, Mateys!! Arrrrrrgh you craving for a swashbucklin' Pirate-themed adventure? Join us on our very first and surprisingly unique destination event, “PIRATE PASSIO",allevents.in: https://allevents.in/nassau/pirate-passion-in-paradise-2026-nassau-bahamas/200028904119853,1,New Providence,,
Higher Life - Bodie Birthday Bash,2026-10-02,8:00 PM - 2:00 AM,"78 West, Gladstone ROad, Nassau, New Providence",$20.00,Nightlife / Party,https://ticket-flare.com/events/bodiebirthdaybash,"Higher Life returns Friday, October 2nd for Bodie’s Birthday Celebration!
Pull up at 78 West — The Garden for an outdoor night experience featuring a stacked lineup of DJs and entertainers, cash giveaways, gift giveaways, and the energy Bodie is known for.
Come celebrate with Bodie and the crew as we take over The Garden from 8PM.
Vibez For The Night: Bodie | Shawn The DJ | Deejay Ric | Unruly Ajay | DJ Onetime | Bubba On The Mic | DJ Kannon | 1K The Voice | Pusha Jr | Lil Giant
Event Details
Date: Friday, October 2, 2026
Location: 78 West, Gladstone Road
Venue: The Garden
Doors Open: 8:00 PM
",ticket-flare: https://ticket-flare.com/events/bodiebirthdaybash,1,New Providence,,
Surf 'N' Turf Fridays at Lagoon Bar & Grill,2026-10-02,,"Lagoon Bar & Grill, Paradise Island",,Sports & Fitness,https://www.bahamas.com/events/surf-n-turf-fridays-at--lagoon-bar--grill,"Discover some of Atlantis’ most scenic views and watch sharks swim by as you enjoy fresh drinks, salads, sandwiches, and pizzas.",bahamas.com: https://www.bahamas.com/events/surf-n-turf-fridays-at--lagoon-bar--grill,1,New Providence,,
100 JAMZ 33rd Anniversary: October Fest ft. Yung Miami & Malie Donn,2026-10-03,9:00 PM - 3:00 AM,"National Stadium, Nassau, New Providence",$60.00 - $300.00,Festival,https://ticket-flare.com/events/100-jamz-33rd-anniversary-october-fest,"STAR FORCE | FADDA CHIPPY SOUND | BORN READY ENTERTAINMENT
100 JAMZ 33RD ANNIVERSARY CELEBRATION: OCTOBER FEST
Nassau, get ready. 100 JAMZ is celebrating 33 years, and this one is built like a concert.
On Saturday, October 3rd, 2026 , the National Stadium Grounds come alive for a major anniversary celebration featuring Yung Miami and Malie Donn LIVE .
Two artists. Two sounds. One massive stage.
From Miami to Jamaica and straight to Nassau, Yung Miami and Malie Donn headline a night bringing together hip hop, dancehall and the sound of 100 JAMZ for one of the biggest celebrations on the October",ticket-flare: https://ticket-flare.com/events/100-jamz-33rd-anniversary-october-fest,1,New Providence,,
Black Girl Book Fair! Spooky Edition,2026-10-03,12:00 AM - 11:30 PM,,,Fair / Popup,https://www.eventbrite.com/e/black-girl-book-fair-spooky-edition-tickets-1990268350212,,eventbrite: https://www.eventbrite.com/e/black-girl-book-fair-spooky-edition-tickets-1990268350212,1,Unverified,,
Ethically Shady: Navigating the Gray Areas of Interpreting,2026-10-03,10:00 AM - 1:30 PM,,,Arts & Theatre,https://www.eventbrite.com/e/ethically-shady-navigating-the-gray-areas-of-interpreting-tickets-1992852441298,,eventbrite: https://www.eventbrite.com/e/ethically-shady-navigating-the-gray-areas-of-interpreting-tickets-1992852441298,1,Unverified,,
RAKE UP,2026-10-03,6:00 PM - 12:00 AM,"The Garden, Zion Blvd, Nassau, Bahamas",$20.00,Culture / Heritage,https://ticket-flare.com/events/rakeup,"SHINE242 & The ShowTime Boys LIVE
The wait is over.
On Saturday, October 3rd, 2026, SHINE242 and The ShowTime Boys take over The Garden for an unforgettable night of live Bahamian music, culture, energy and entertainment.
This is more than a concert — it is an experience.
Expect live musicians, powerful vocals, infectious rhythms, Rake N’ Scrape, Junkanoo energy, island vibes and some of SHINE242's crowd favorites including “Watch Over Me,” “Service Dawg,” “Island Hooper,” “She Running,” “FOLLOW ME” and “FEEL LIKE WHINING.”
SHINE242 brings a fresh sound rooted in Bahamian tradition while The S",ticket-flare: https://ticket-flare.com/events/rakeup,1,New Providence,,
The Ultimate Bahamian Brewing Festival,2026-10-03,12:00 PM - 8:00 PM,"Commonwealth Brewery Clifton Pier, Nassau, New Providence",$0.00,Festival,https://ticket-flare.com/events/brewingfestival,"Join Commonwealth Brewery Limited as we celebrate 40 years of brewing excellence, innovation, and Bahamian pride .
To commemorate this significant milestone, we are inviting you to join us for The Ultimate Bahamian Brewing Festival on Saturday, October 3, 2026 , at Commonwealth Brewery Limited Grounds, Clifton Pier.
Enjoy an exciting day filled with:
Exclusive brewery tours
Live entertainment
Local food and cultural experiences
Family-friendly activities
This promises to be a truly memorable occasion as we reflect on our journey, celebrate our achievements, and look forward to the future.",ticket-flare: https://ticket-flare.com/events/brewingfestival,1,New Providence,,
The Ultimate Bahamian Brewing Festival VIP Reception (Invite Only),2026-10-03,11:00 AM - 1:00 PM,"Commonwealth Brewery Clifton Pier, Nassau, New Providence",$0.00,Festival,https://ticket-flare.com/events/brewingfestival-rhon2,"Join Commonwealth Brewery Limited as we celebrate 40 years of brewing excellence, innovation, and Bahamian pride .
To commemorate this significant milestone, we are inviting you to join us for the VIP Welcome Reception on Saturday, October 3, 2026 , at Commonwealth Brewery Limited Grounds, Clifton Pier.
This promises to be a truly memorable occasion as we reflect on our journey, celebrate our achievements, and look forward to the future.
Attendance is limited to invited guests only.",ticket-flare: https://ticket-flare.com/events/brewingfestival-rhon2,1,New Providence,,
A Norman stitch-up? The story behind the Bayeux Tapestry,2026-10-07,7:30 PM - 8:30 PM,,,Arts & Theatre,https://www.eventbrite.co.uk/e/a-norman-stitch-up-the-story-behind-the-bayeux-tapestry-tickets-1997441959671,,eventbrite: https://www.eventbrite.co.uk/e/a-norman-stitch-up-the-story-behind-the-bayeux-tapestry-tickets-1997441959671,1,Unverified,,
Escape to Nassau with Code Melanin for our Inaugural Wellness Retreat,2026-10-08,12:00 AM - 11:59 PM,"Courtyard by Marriott Nassau Downtown/Junkanoo Beach, West Bay Street, Nassau, New Providence",,Nightlife / Party,https://www.eventbrite.ca/e/escape-to-nassau-with-code-melanin-for-our-inaugural-wellness-retreat-tickets-1992034654275,,eventbrite: https://www.eventbrite.ca/e/escape-to-nassau-with-code-melanin-for-our-inaugural-wellness-retreat-tickets-1992034654275,1,New Providence,,
World Mental Health Day -Symposium,2026-10-09,9:30 AM - 2:00 PM,"The National Training Agency, Gladstone Road, Nassau, New Providence",,Conference / Expo,https://www.eventbrite.com/e/world-mental-health-day-symposium-tickets-2001945633280,"Join us for meaningful conversations on lived mental health experiences, community support, and creating real change across The Bahamas.",eventbrite: https://www.eventbrite.com/e/world-mental-health-day-symposium-tickets-2001945633280,1,New Providence,,
K-Pop Birthday Bash Cup Sleeve Event,2026-10-10,12:00 PM - 5:00 PM,"IC Sweet Treats, 2MVM+56W Prince Charles Dr., Nassau, New Providence",,Nightlife / Party,https://www.eventbrite.com/e/k-pop-birthday-bash-cup-sleeve-event-tickets-2001273122783,,eventbrite: https://www.eventbrite.com/e/k-pop-birthday-bash-cup-sleeve-event-tickets-2001273122783,1,New Providence,,
Motion Party: Cooler Fete Edition ft. Bossman Dlow Live in Concert,2026-10-11,6:00 PM - 2:00 AM,"Old Carnival Grounds, Nassau",$50.00,Festival,https://ticket-flare.com/events/motionpartycoolerfete,"MOTION PARTY: COOLER FETE EDITION is taking over the Old Carnival Grounds with Bossman Dlow LIVE IN CONCERT!
Get ready for a high-energy night bringing together live entertainment, music, coolers and the full Motion Party experience. Bossman Dlow hits the stage in Nassau for a live performance as Motion Party delivers its Cooler Fete Edition.
Bring your crew, pack your cooler and come ready for a night built around big energy, nonstop music and a live concert experience.
EVENT DETAILS
Sunday, October 11th, 2026
Old Carnival Grounds
Bossman Dlow — Live in Concert
ADMISSION
$50 in Advance
$75 at",ticket-flare: https://ticket-flare.com/events/motionpartycoolerfete,1,New Providence,,
R&B BRUNCH FT. GINUWINE PLUS ESSENCE BAND,2026-10-11,12:00 PM - 12:00 AM,"Grand Ballroom, Atlantis Paradise Island",,Concert / Live Music,https://www.atlantisbahamas.com/events,,atlantis: https://www.atlantisbahamas.com/events,1,New Providence,,
R&B Brunch Series: Ginuwine at Atlantis Paradise Island,2026-10-11,,"Imperial Ballroom Atlantis, Nassau",,Food & Drink,https://www.atlantisbahamas.com/brunches-in-the-bahamas,Celebrate Sunday with an R&B Brunch featuring a live performance by R&B icon Ginuwine.,nassauparadiseisland: https://www.atlantisbahamas.com/brunches-in-the-bahamas,1,New Providence,,
THE ULTIMATE LIME,2026-10-11,6:00 PM - 12:00 AM,"Solemar, West Bay Street, Nassau, New Providence",,Nightlife / Party,https://www.eventbrite.com/e/the-ultimate-lime-tickets-1994711621155,,eventbrite: https://www.eventbrite.com/e/the-ultimate-lime-tickets-1994711621155,1,New Providence,,
FOR THE CULTURE SOUND CLASH,2026-10-12,8:00 PM - 2:00 AM,"National Stadium, Nassau, New Providence",$25.00,Concert / Live Music,https://ticket-flare.com/events/for-the-culture-sound-clash,"FOR THE CULTURE SOUND CLASH
It’s more than playing the biggest songs. It’s about selection, timing, crowd control, and knowing when to deliver the right tune.
On October 12th, Team A and Team B go head-to-head at the National Stadium for For The Culture Sound Clash.
Some of the top DJs and selectors come together for a night built around dancehall, reggae, and sound clash culture. Each team will have its chance to take control of the crowd, answer the competition, and prove who really came prepared.
Two teams. One stage. One winner.
EVENT DETAILS
Date: October 12th
Venue: National Stadium
Star",ticket-flare: https://ticket-flare.com/events/for-the-culture-sound-clash,1,New Providence,,
McClean's Town Conch Cracking Festival,2026-10-13,,"McClean's Town, East End",,Festival,https://www.bahamas.com/events/mccleans-town-conch-cracking-festival,McClean's Town Conch Cracking is an annual festival which features all conch related dishes as well as competitions and live entertainment in McClean's Town.,bahamas.com: https://www.bahamas.com/events/mccleans-town-conch-cracking-festival,1,Unverified,,
The Summer Table Rosewood,2026-10-13,,"Cafe Boulud, Nassau",,Food & Drink,https://www.rosewoodhotels.com/en/baha-mar/experiences/the-summer-table,"An intimate dinner series celebrating seasonality, craftsmanship, and a sense of place.",nassauparadiseisland: https://www.rosewoodhotels.com/en/baha-mar/experiences/the-summer-table,1,New Providence,,
Sandals Royal Bahamian Pickleball Getaway,2026-10-15,,"Sandals Royal Bahamian (Nassau, The Bahamas), Nassau, New Providence, Nassau",,General,https://allevents.in/nassau/sandals-royal-bahamian-pickleball-getaway/200030425037457,"🌴🏓 PICKLEBALL IN PARADISE — WHO’S COMING WITH US?! 🏓🌴 Join me and Rob Harper for an unforgettable Pickleball Vacation at the beautiful Sandals Grand Bahamian from October 15–19! Rob will be our official event coach, leading: ✨ Skill-building drill clini",allevents.in: https://allevents.in/nassau/sandals-royal-bahamian-pickleball-getaway/200030425037457,1,New Providence,,
Annual College Fair,2026-10-16,,"The Church of The Most Holy Trinity, Nassau",,Conference / Expo,https://allevents.in/nassau/annual-college-fair/200030522899829,"The list just keeps getting bigger... and we're not finished yet! 🎓 Every week, more universities are confirming their attendance at the 5th Annual Charlotte Knowles-Thompson Agency Ltd. College Fair, and I couldn't be more excited! What began as a drea",allevents.in: https://allevents.in/nassau/annual-college-fair/200030522899829,1,New Providence,,
Care is collaboration,2026-10-17,,"New Providence , Bahamas, Nassau, The Bahamas, Nassau",,Faith & Community,https://allevents.in/nassau/care-is-collaboration/200030531861920,"Families, teachers, caregivers, and community members — Let’s Talk Behavior is back!��� Join us on Saturday, October 17th, 2026 for our annual community session under the theme “Care Is Collaboration.” This year, we’re bringing together an incredible t",allevents.in: https://allevents.in/nassau/care-is-collaboration/200030531861920,1,New Providence,,
International Cultural Festival,2026-10-17,,"Nassau, Nassau, The Bahamas, Nassau",,Culture / Heritage,https://allevents.in/nassau/international-cultural-festival/80002598884784,"The Bahamas Biggest and Best Festival now in its 28th year! Over 120 booths from 24 countries, featuring food and culture from around the world. Visit us www.culturefestbahamas.com",allevents.in: https://allevents.in/nassau/international-cultural-festival/80002598884784,1,New Providence,,
GFNY Bahamas 2026,2026-10-18,,"Goodman's Bay, Jetsurf Academy Bahamas, Nassau, Bahamas, Nassau",,Sports & Fitness,https://allevents.in/nassau/gfny-bahamas/200030008869909,"GFNY Bahamas race course is flat and fast, with both the long and medium courses starting together from West Bay Street and taking on a loop through the western side of New Providence island. The long route riders do the loop a second time before finishin",allevents.in: https://allevents.in/nassau/gfny-bahamas/200030008869909 | bahamas.com: https://www.bahamas.com/events/gfny-bahamas,2,New Providence,,
Moses the Black: A Film Screening & Discussion,2026-10-18,4:00 PM - 8:00 PM,"Nassau, Bahamas",$20.00,Faith & Community,https://ticket-flare.com/events/mosestheblack,"Join us for a special screening of Moses the Black , the true story of a man who rose from a life steeped in crime and violence to become one of the most revered saints of the early Christian Church. Moses' radical transformation — from outlaw to desert monk — remains one of the most compelling conversion stories in Church history.
Following the film, stay for a Q&A discussion exploring:
Moses' journey from a violent past to repentance and faith
What his story teaches us about redemption, forgiveness, and the possibility of change
An introduction to Orthodox Christianity and its history, for t",ticket-flare: https://ticket-flare.com/events/mosestheblack,1,New Providence,,
Centurion One Capital 4th Annual Bahamas Summit,2026-10-19,9:00 AM - 5:00 PM,"Rosewood Baha Mar, One Baha Mar Boulevard, Nassau, New Providence",,Conference / Expo,https://www.eventbrite.com/e/centurion-one-capital-4th-annual-bahamas-summit-tickets-1987703791548,Centurion One Capital 4th Annual Bahamas Summit,eventbrite: https://www.eventbrite.com/e/centurion-one-capital-4th-annual-bahamas-summit-tickets-1987703791548,1,New Providence,,
Spook-tacular Halloween Events at Atlantis Paradise Island,2026-10-21,,Atlantis Paradise Island,,General,https://www.atlantisbahamas.com/halloween-in-the-bahamas,"Join us for fun frights, ghoulish delights, and spooky nights this Halloween at Atlantis.",nassauparadiseisland: https://www.atlantisbahamas.com/halloween-in-the-bahamas,1,New Providence,,
The Bahamas Culinary & Arts Festival at Baha Mar,2026-10-21,,"Baha Mar, One Baha Mar Boulevard,Nassau, New Providence, Nassau",,Festival,https://allevents.in/nassau/the-bahamas-culinary-and-arts-festival/200030487902101,"*]:pointer-events-auto R6Vx5W_threadScrollVars scroll-mb-[calc(var(--scroll-root-safe-area-inset-bottom,0px)+var(--thread-response-height))] scroll-mt-[calc(var(--header-height)+min(200px,max(70px,20svh)))]"" data-turn-id=""request-WEB:e57bb65d-9e95-46ea-9c58-6ede34a787bd-150"" data-turn-id-container=""request-WEB:e57bb65d-9e95-46ea-9c58-6ede34a787bd-150"" data-testid=""conversation-turn-14"" data-turn=""assistant"">
Celebrate the best of Bahamian flavour, creativity, and culture at the 5th Annual Bahamas Culinary & Arts Festival at Baha Mar. Enjoy world-class chef demonstrations, exclusive masterclass",allevents.in: https://allevents.in/nassau/the-bahamas-culinary-and-arts-festival/200030487902101 | bahamas.com: https://www.bahamas.com/events/the-bahamas-culinary--arts-festival-at-baha-mar | bahamar: https://festival.bahamar.com/,3,New Providence,,
The Bahamas Culinary and Arts Festival presented by Baha Mar,2026-10-21,,"Cable Beach, Nassau",,Festival,https://festival.bahamar.com/,Join us for an unforgettable weekend of unique culinary and cultural events.,nassauparadiseisland: https://festival.bahamar.com/,1,New Providence,,
TUGA Comedy Club Presents: Live Comedy with Bo Dacious,2026-10-23,7:00 PM - 11:45 PM,Bahamas,$50.00,Comedy,https://eticketslive.com/event/tuga-comedy-club-presents-live-comedy-with-bo-dacious/,,eticketslive: https://eticketslive.com/event/tuga-comedy-club-presents-live-comedy-with-bo-dacious/,1,Unverified,,
Tatlantis V - The Bahamas Tattoo Show -,2026-10-23,,"Atlantis Bahamas, One Casino Drive,Paradise Island, Nassau",,Concert / Live Music,https://allevents.in/nassau/tatlantis-v-the-bahamas-tattoo-show/200029730161644,"200 of the World's best tattoo artists will be tattooing live in the Grand Ballroom of the Atlantis Resort and Casino, October 23-25, 2026. Doors open from 11am-11pm Friday and Saturday, 12pm-10pm Sunday.",allevents.in: https://allevents.in/nassau/tatlantis-v-the-bahamas-tattoo-show/200029730161644,1,New Providence,,
The Island Table,2026-10-23,,"Baha Mar, One Baha Mar Boulevard,Nassau, New Providence, Nassau",,Food & Drink,https://allevents.in/nassau/the-island-table/200030413393959,"Enjoy an elevated afternoon of Caribbean-inspired cuisine with acclaimed chefs Nina Compton and Tristen Epps. Set against sweeping beach views, this thoughtfully curated lunch celebrates island flavors, local ingredients, and the rich culinary traditions",allevents.in: https://allevents.in/nassau/the-island-table/200030413393959,1,New Providence,,
Flamingos & Flocktails,2026-10-24,,"Baha Mar, One Baha Mar Boulevard,Nassau, New Providence, Nassau",,Sports & Fitness,https://allevents.in/nassau/flamingos-and-flocktails/200030483774229,"Find your flow in a one-of-a-kind wellness experience surrounded by the beauty of Baha Mar’s iconic flamingos. Begin with an energizing yoga session designed to refresh the body and calm the mind, then unwind with a signature flocktail while soaking in th",allevents.in: https://allevents.in/nassau/flamingos-and-flocktails/200030483774229,1,New Providence,,
Lights Out,2026-10-24,8:00 PM - 2:00 AM,"78 West, Gladstone ROad, Nassau, New Providence",$20.00,Nightlife / Party,https://ticket-flare.com/events/lights-out,Anual Halloween Party,ticket-flare: https://ticket-flare.com/events/lights-out,1,New Providence,,
G.O.A.T.: The Greatest Movie Premiere of All Time,2026-10-29,6:00 PM - 9:00 PM,"Fusion Superplex, Gladstone Road, Nassau, New Providence",,Arts & Theatre,https://www.eventbrite.com/e/goat-the-greatest-movie-premiere-of-all-time-tickets-1998943991288,,eventbrite: https://www.eventbrite.com/e/goat-the-greatest-movie-premiere-of-all-time-tickets-1998943991288,1,New Providence,,
The Haunted Homecoming,2026-10-30,8:00 PM - 1:00 AM,"UWI Campus, Madeira St, Palmdale, Nassau, New Providence",$20.00 - $350.00,Concert / Live Music,https://ticket-flare.com/events/the-haunted-homecoming,"THE HAUNTED HOMECOMING
Get ready for a night where Halloween meets Homecoming!
The South Andros Homecoming Committee — Nassau/Freeport Branch presents The Haunted Homecoming, a special fundraising event bringing together music, entertainment, food, costumes, competitions and a full night of Halloween fun.
Friday, October 30, 2026
UWI Campus Palmdale, Nassau, Bahamas
⏰ 8:00 PM – 1:00 AM
DJs:
Selecta Cutz
Selecta Muggles
The Bad DJ KJ
DJ Bandaid
Selecta Taj
Hosts:
Logan & Kelsey
Live Performance:
Sharade Taylor
FOOD AVAILABLE:
• Hot, BBQ & Fried Wings — $10
• Conch Fritters — $8
• Jerk Chicken P",ticket-flare: https://ticket-flare.com/events/the-haunted-homecoming | allevents.in: https://allevents.in/nassau/the-haunted-homecoming/200030724376121,2,New Providence,,
FreakShow The Biggest Halloween party,2026-10-31,8:00 PM - 2:00 AM,"78 West, Gladstone ROad, Nassau, New Providence",$20.00 - $30.00,Nightlife / Party,https://ticket-flare.com/events/freakshow-thebiggest-halloweenparty,"?? OCTOBER 31ST IS ABOUT TO GET SCARY! ?
The wait is almost over??
FreakShow PT3 the biggest Halloween party?of the night Prepare yourself for a night of fear & excitement Survive The Night ? One Night No Rules scary ?
Ladies & Gents dress to impress… or scare! ? Come ready to party! Come Ready to PARTY, HAVE FUN & WIN BIG! ?????
Event Details
Saturday, October 31
Location: 78 West, Gladstone Road
Venue: The Garden OutDoor Event
Doors Open: 8:00 PM
Admission: $20 GA $30 Before 12:30
Hosted by: Chevez Nye Banks Ashli Vonya Dizzel
Vibez For The Night: Bodie Shawn Ulric Spy DJ Onetime Choppa prim",ticket-flare: https://ticket-flare.com/events/freakshow-thebiggest-halloweenparty,1,New Providence,,
