Event Name,Date,Time,Venue/Location,Ticket Price (USD),Category,Source URL,Description,All Sources,Listings Merged,Island Match,Lat,Lng
ALT//LIVE,2026-09-26,9:00 PM - 2:00 AM,"Opa Lounge, Center of Excellence, Trinidad and Tobago",$50.00,Concert / Live Music,https://islandetickets.com/event/AltMix,"On September 26th, we're turning up the volume with two live acts taking the stage for the night. First Band starts 10pm. Alt and Rock music whole night after bands finish.",islandetickets: https://islandetickets.com/event/AltMix,1,Port of Spain,10.667,-61.517
BikiniLine Fantasy Island,2026-09-26,10:00 PM - 3:00 AM,"Harbour Master, Trinidad and Tobago",$200.00,General,https://islandetickets.com/event/Fantasy-Island,,islandetickets: https://islandetickets.com/event/Fantasy-Island,1,Port of Spain,10.667,-61.517
FAHRENHEIT,2026-09-26,7:00 PM - 3:00 AM,"Crown Street Tacarigua, Trinidad and Tobago",$200.00,General,https://islandetickets.com/event/Fahrenheit,,islandetickets: https://islandetickets.com/event/Fahrenheit,1,Port of Spain,10.667,-61.517
Hook Up,2026-09-26,5:00 PM - 5:00 AM,"COUNTRY BACKYARD, Trinidad and Tobago",$250.00,General,https://islandetickets.com/event/HookUp,One night. One meeting. Endless possibilities.,islandetickets: https://islandetickets.com/event/HookUp,1,Port of Spain,10.667,-61.517
Retro Republic,2026-09-26,8:00 PM - 2:00 AM,"The Lobby Bar & Lounge, Trinidad and Tobago",$100.00,Nightlife / Party,https://islandetickets.com/event/RetroRepublic,Your Favourite Retro Party In September Is Back!,islandetickets: https://islandetickets.com/event/RetroRepublic,1,Port of Spain,10.667,-61.517
RnBrunch - Pour Decisions Unforgettable Memories,2026-09-26,3:00 PM - 10:00 PM,"Birchwood Legacy Park, Lowlands, Tobago, Trinidad and Tobago",$400.00,Food & Drink,https://islandetickets.com/event/RNBRUNCH2026,,islandetickets: https://islandetickets.com/event/RNBRUNCH2026,1,Port of Spain,10.667,-61.517
SALT SPACE: Beach Breathwork & Ice Bath,2026-09-26,8:30 AM - 10:00 AM,"Western Main Road, Chaguaramas, Trinidad and Tobago",$150.00,Sports & Fitness,https://islandetickets.com/event/saltspace,"Beachside breathwork and ice bath immersion at sunrise · Chaquacabana Beach Resort · guided practice, ice baths, and community. 150TTD, Spots are limited. Bring your towel, water bottle, swimsuit, and an open mind.
Includes:
· Guided breathwork
· Ice bath experience
· Access to showers
· 10% off the breakfast menu
· A community that shows up for real
Presented by Ancient Soul in partnership with Chaquacabana Beach Resort.",islandetickets: https://islandetickets.com/event/saltspace,1,Port of Spain,10.667,-61.517
TTFF/ 26 Industry Day Pass 26.09.2026,2026-09-26,10:00 AM - 5:00 PM,"LofTT, Trinidad and Tobago",$300.00,Sports & Fitness,https://islandetickets.com/event/TTFF26-Industry-Day-Pass-26092026,"Choose from a packed schedule of nine industry events on TTFF/26 INDUSTRY DAY TWO ( 26th September, 2026) including: compelling panel discussions, inspiring talks and informative presentations. This pass provides all access for one day of industry events, mixer/ social and the filmmaker lounge.
TTFF/26, our 20th anniversary edition, runs 23-27 September at Movietowne Port of Spain, with our Industry Programme taking place 25-26 September at LofTT.",islandetickets: https://islandetickets.com/event/TTFF26-Industry-Day-Pass-26092026,1,Port of Spain,10.667,-61.517
The Offline Club September Social,2026-09-26,12:30 PM - 3:30 PM,"To be announced, Trinidad and Tobago",,General,https://islandetickets.com/event/theofflineclubsepsocial,We're guiding you to make a lovely 8oz candle while lowering you cortisol levels naturally! Join the Tribe!,islandetickets: https://islandetickets.com/event/theofflineclubsepsocial,1,Port of Spain,10.667,-61.517
Unspoken Intentions,2026-09-26,10:00 PM - 4:00 AM,"TBA, Trinidad and Tobago",$150.00,General,https://islandetickets.com/event/upspokenintentions,,islandetickets: https://islandetickets.com/event/upspokenintentions,1,Port of Spain,10.667,-61.517
Vibeszzzz & Coolers 3,2026-09-26,3:00 PM - 7:00 PM,"Ocean Pelican, Chaguaramas, Trinidad and Tobago",$250.00,Nightlife / Party,https://islandetickets.com/event/Jus-FriendZs-Ultimate-House-Cooler-Party,Vibeszzzz & Coolers 3 is an epic Cooler Boatride on the Ocean Pelican and has been a Sold Out Event since its inception. Look out for Good Vibeszzz and energies..Dancing to your favorite tunes from Djs Jon Boi & Ken Simmons/Beats by Robin & Kevin Baker/Myles & Gleeson d Jammer. Surprise Duo...Don't Miss Dis One,islandetickets: https://islandetickets.com/event/Jus-FriendZs-Ultimate-House-Cooler-Party,1,Port of Spain,10.667,-61.517
Vice x Jab - J'ouvert Band Launch,2026-09-26,7:00 PM - 10:00 PM,"Port of Spain, Trinidad, Trinidad and Tobago",$100.00,Festival,https://islandetickets.com/event/vicexjouvert,"SEP 26 | VICE x Jab
Band Launch + Vice After Dark Party
============
EVENT LINEUP
Band Launch: 7:00 PM
Vice After Dark (After Party): 11:00 PM
Where rhythm speaks and silence breaks, oil meets skin and freedom wakes.
No rules to preach, she frees his chains—tantric rhythm, painted stains.
•
Dutty Jab × Vice — none wasted in vain.
Heat fuels the beat.
Fire. Oil. Paint. Dance.
Until liberation leaves its mark
without explanation.
==========
VICE × JAB — 26 SEP
This is your summons.
Open Exploration for All Vicers of every kinky tribe.
Embrace the rhythm.
==========
WhatsApp VCXM to get listed!
h",islandetickets: https://islandetickets.com/event/vicexjouvert,1,Port of Spain,10.667,-61.517
"You, Me & R&B - Rosé Reverie - The Blush Brunch Experience - TABLE PACKAGES",2026-09-26,3:00 PM - 10:00 PM,"UWI Open Campus, Gordon St., Trinidad and Tobago",$300.00,Food & Drink,https://islandetickets.com/event/YouMeRnB-RoseReverie,"The Biggest and Best RnB Experience in Trinidad & Tobago returns!!
Purchase your table packages and group packages here. Please note table packages do not include entry to the event. Your ticket must be purchased separately. https://islandetickets.com/event/YouMeRnB-RoseReverie
You, Me & RnB - Rosé Reverie
The Blush Brunch Experience
Rosé Reverie is an enchanting state where fine wine, soulful music, meaningful connections, and beautiful surroundings come together to create unforgettable memories.
Saturday 26th September, 2026
3:00 PM
UWI Open Campus, Gordon St.
Dresscode: Pink Rosé Chic
This ",islandetickets: https://islandetickets.com/event/YouMeRnB-RoseReverie | islandetickets: https://islandetickets.com/event/YouMeRnB-RoseReverieTablePackages,2,Port of Spain,10.667,-61.517
fuzhUNIghts,2026-09-26,10:00 PM - 4:00 AM,"Ace Nightclub & Lounge, Trinidad and Tobago",$80.00,Concert / Live Music,https://islandetickets.com/event/fuzhun,"Yuh Ready Fuh Di Club?!♤
RepublicWKND
SEPT26
Ace Nightclub & Lounge
70 Bonne Aventure Road, Gasparillo
DOORS OPEN: 10PM
Inviting Freshmen to Post-Grad
UNI Students
( w/ valid student ID ) enter FREE b4 11pm
Listed Ladies enter FREE b4 11pm ( DM @fuzhunights on IG for listing )
Door Admission: $120 b4 12AM | $150 after
VIP RESERVATIONS AVAILABLE: 868.492.4223
MUST BE 18+ ( w/ valid national ID )
FROM THE NEW WAVE OF ISLAND ENTERTAINERS
PERFORMING LIVE JODUN & INTROSPECSHAUN
Selectors for the night:
Ace in-house DJs♤
Special Guest DJ☆
#UNINights hit different with #fuzhUNIghts",islandetickets: https://islandetickets.com/event/fuzhun,1,Port of Spain,10.667,-61.517
868 Wrestling Academy: Back-breaker to School,2026-09-27,4:00 PM - 5:00 PM,"7 Marcus Tewarie Drive, Railway Road, Longdenville, Chaguanas, Trinidad and Tobago",$60.00,General,https://islandetickets.com/event/868-wrestling-academy-backbreaker-to-sch,"School is back in session, and so is the action! Join 868 Wrestling Academy for one hour of exciting live professional wrestling as our students showcase their skills and battle to prove they're ready for the next level. Experience the future of Trinidad & Tobago wrestling live!",islandetickets: https://islandetickets.com/event/868-wrestling-academy-backbreaker-to-sch,1,Port of Spain,10.667,-61.517
ANEMICS JOOVAY - THE SPIRIT LIVES ON,2026-09-27,3:00 AM - 9:00 AM,"Skinner Park, Trinidad and Tobago",$290.00,Festival,https://islandetickets.com/event/JOOVAY,"ANEMICS JOOVAY – THE SPIRIT LIVES ON
Sunday 27th September, 2026
Skinner Park, San Fernando
3:00 AM
The Spirit Never Died… It Lives On.
Free Drinks
Paint
Powder
Water
#AnemicsEvents #AnemicsCarnival #SaveTheDate #RollInWithAnemics #Joovay",islandetickets: https://islandetickets.com/event/JOOVAY,1,Port of Spain,10.667,-61.517
D Vibes Section: T&T v Dominican Republic (CNL 2026),2026-09-27,8:00 PM - 11:00 PM,"Hasely Crawford Stadium, Trinidad and Tobago",$175.00,Nightlife / Party,https://islandetickets.com/event/TTvDom,"D Vibes Section is more than just a seat in the stadium it's the ultimate fan experience where passion meets vibes!
Free Beers
Free Rum
Free Doubles
Live DJs and Entertainment
Face / Body Painting
Giveaways
Private Entrance
Heavy Security
And Much More",islandetickets: https://islandetickets.com/event/TTvDom,1,Port of Spain,10.667,-61.517
D Vibes Section: T&T v Season Pass (CNL 2026),2026-09-27,8:00 PM,"Hasely Crawford Stadium, Trinidad and Tobago",$350.00,Nightlife / Party,https://islandetickets.com/event/TTvDRvCUR,"D Vibes Section is more than just a seat in the stadium it's the ultimate fan experience where passion meets vibes!
Free Beers
Free Rum
Free Doubles
Live DJs and Entertainment
Face / Body Painting
Giveaways
Private Entrance
Heavy Security
And Much More",islandetickets: https://islandetickets.com/event/TTvDRvCUR,1,Port of Spain,10.667,-61.517
FOF 300,2026-09-27,3:00 PM - 7:00 PM,"Harbour Master, Trinidad and Tobago",,General,https://islandetickets.com/event/fof300,"FOF 300 is about to make history.
300 Queens FREE
300 General Admission Tickets
One unforgettable cruise.
The FREE Queens registration goes LIVE on Monday 10th August at 3:00 PM exclusively on islandetickets.com.
Once all 300 Queen spots are claimed, they’re gone.
Saturday 27th September 2026",islandetickets: https://islandetickets.com/event/fof300,1,Port of Spain,10.667,-61.517
FÉTICH Blanc et Bleu,2026-09-27,3:00 PM - 9:00 PM,"THE ROOFTOP TERRACE, Dennis P. Ramdhan Complex, #48 Sonny Ladoo Trace, Mc Bean, Couva, Trinidad, Trinidad and Tobago",$500.00,Concert / Live Music,https://islandetickets.com/event/fetich,"FETICH BLANC ET BLEU — THE DAYDREAM EXPERIENCE
On Sunday 27 September , South is Love invites you to escape the ordinary and step above the clouds for FETICH Blanc et Bleu — The Daydream Experience at The Rooftop Terrace, DPR Complex, Mc Bean, Couva.
From 3PM–9PM , prepare for an afternoon into evening of premium food, cocktails, luxury decor, beautiful people, live performances and an entertainment cast built to keep the energy moving from the moment you arrive.
LIVE ON THE FETICH STAGE :
COUTAIN × KIMI
CHRISTO × KIMBA SORZANO
Four artistes. One rooftop. One Daydream. LIVE.
And the music does",islandetickets: https://islandetickets.com/event/fetich,1,Port of Spain,10.667,-61.517
Guaya To Ghana,2026-09-27,4:00 PM - 7:00 PM,"Tanty Eileen’s Place, Mayaro, Trinidad and Tobago",$100.00,General,https://islandetickets.com/event/GuayatoGhana,,islandetickets: https://islandetickets.com/event/GuayatoGhana,1,Port of Spain,10.667,-61.517
JAZZ D 2 OF US '26,2026-09-27,5:00 PM - 9:00 PM,"Rock Back On The Bay, Chaguaramas, Trinidad and Tobago",$399.00,Concert / Live Music,https://islandetickets.com/event/jazzd2u,"Jazz D 2 OF US 2026 is scheduled to take place at Rock Back on The Bay, Hart’s Cut, Chaguaramas.
This event combines live music with visual art against a backdrop of the warm colors of the setting sun. On Sunday 27th September, 2026, guests will experience a true celebration of art, music and spoken word.
The cast features renowned pannist Dane Gulston with his band, Sweet Bread. Also, the inimitable Terri Lyons, reigning Calypso Monarch. Freetown Collective (with Muhammad Muwakil, will liven up the waterfront with their unique and electrifying musical sounds and performance style.
Talented sp",islandetickets: https://islandetickets.com/event/jazzd2u,1,Port of Spain,10.667,-61.517
Marketing Breakthrough: 40X Your Holistic Business [$297 Value],2026-09-27,10:00 AM - 12:00 PM,,,Sports & Fitness,https://www.eventbrite.com/e/marketing-breakthrough-40x-your-holistic-business-297-value-tickets-1222103026049,,eventbrite: https://www.eventbrite.com/e/marketing-breakthrough-40x-your-holistic-business-297-value-tickets-1222103026049,1,Port of Spain,10.667,-61.517
PADDLE,2026-09-27,9:00 AM - 2:00 PM,"PRIVATE LOCATION - WOODBROOK, Trinidad and Tobago",$100.00,Arts & Theatre,https://islandetickets.com/event/Sweatnplaypaddle,"WHERE MOMS SWEAT & KIDS PLAY!
Introducing PADDLE — our newest SWEAT & PLAY experience!
A beginner-friendly pickleball experience where women can learn the game, get moving & connect — no experience necessary! While you sweat, your little ones will enjoy our supervised Fun Zone, giving you some much-deserved YOU time while they play, move & make new friends.
Sunday, September 27 | 9AM–2PM | Private Venue | Port of Spain
Exact location sent to ticket holders after purchase.",islandetickets: https://islandetickets.com/event/Sweatnplaypaddle,1,Port of Spain,10.667,-61.517
REVOLTT,2026-09-27,2:00 PM - 7:00 PM,"CHAQUACABANA, Trinidad and Tobago",$250.00,Regatta / Maritime,https://islandetickets.com/event/REVOLTT,"Revolt- The ultimate DDI experience
Come enjoy our luxury yacht ride ,where the coolers are full and the vibes are electrifying join us as we revolt against stush vibes
NO oversized coolers
No glass bottles except champagne",islandetickets: https://islandetickets.com/event/REVOLTT,1,Port of Spain,10.667,-61.517
T&T v Dominican Republic (CNL 2026),2026-09-27,6:00 PM - 11:55 PM,"Hasely Crawford National Stadium, Trinidad and Tobago",$100.00,Arts & Theatre,https://islandetickets.com/event/TTVDRCNL,"CONCACAF Nations League action returns to Trinidad and Tobago as our Senior Men’s National Team takes the field for two crucial home encounters.
The First Home Game
T&T vs Dominican Republic
September 27th - Gates Open 7PM / Kick-off 9PM
Hasely Crawford National Stadium
There is plenty at stake - crucial Nations League points, Gold Cup qualification and the chance to make home advantage count.
These matches are also part of the road to qualification for the 2027 Concacaf Gold Cup, and T&T needs your support in the stands.
GET YOUR TICKETS NOW!
Come out. Wear your red. Bring the energy. Get beh",islandetickets: https://islandetickets.com/event/TTVDRCNL,1,Port of Spain,10.667,-61.517
VERSTAPPEN,2026-09-27,4:00 PM - 9:00 PM,"DRS RACING, Trinidad and Tobago",$140.00,Food & Drink,https://islandetickets.com/event/DRS-Valpark-Shopping-Mall,"VERSTAPPEN is here.
Step into an exclusive experience built for *creatives, entrepreneurs, DJs, models, race enthusiasts, and business professionals.*
Fueled by *House & Hip-Hop* to set the vibe.
Expect *immersive racing, great energy, good food, drinks, and unforgettable connections.*
*Dance. Sing. Race. Network. Enjoy the night.",islandetickets: https://islandetickets.com/event/DRS-Valpark-Shopping-Mall,1,Port of Spain,10.667,-61.517
Barnes & Noble and Waterstones Virtually Presents: Madeline Miller,2026-09-29,2:00 PM - 3:00 PM,,,Arts & Theatre,https://www.eventbrite.com/e/barnes-noble-and-waterstones-virtually-presents-madeline-miller-tickets-1994686605332,,eventbrite: https://www.eventbrite.com/e/barnes-noble-and-waterstones-virtually-presents-madeline-miller-tickets-1994686605332,1,Port of Spain,10.667,-61.517
Libra Nation,2026-09-30,10:04 PM - 3:04 AM,"San Fernando, Trinidad and Tobago",$250.00,General,https://islandetickets.com/event/4play4fun,"Free Puncheon in the VIP
Free other stuff
Don't ask, Don't Tell",islandetickets: https://islandetickets.com/event/4play4fun,1,Port of Spain,10.667,-61.517
Stand Up for Charity,2026-09-30,7:30 PM - 10:00 PM,"Canboulay Restaurant San Fernando, Trinidad and Tobago",$150.00,Comedy,https://islandetickets.com/event/Stand-Up-for-Charity,,islandetickets: https://islandetickets.com/event/Stand-Up-for-Charity,1,Port of Spain,10.667,-61.517
RISE 2,2026-10-01,7:00 PM - 9:30 PM,"Kafe Blue, 1D Wrightson Road, Port of Spain, Trinidad, Trinidad and Tobago",$200.00,Concert / Live Music,https://islandetickets.com/event/RISE-2,"KA-I-BA Soul Seat Productions presents RISE 2: Majesty of the Keys, featuring the legendary David Boothman & Friends!
Prepare for an unforgettable evening of exceptional live music as some of Trinidad and Tobago’s finest musicians and vocalists come together on one stage. Featuring:
DAVID BOOTHMAN and FRIENDS :
*Russell Durity
*Dean Williams
*Roger Guerra
*Modupe Onilu
*Jerron Jones
*Marvin Ishmael
*Camille Jack
*Rochelle Luna Antoine
*Steve Villaroel
AN ECLECTIC MUSICAL MIX.
Join us for a captivating celebration of musical mastery, soulful performances and the timeless magic of the keys.
For ",islandetickets: https://islandetickets.com/event/RISE-2,1,Port of Spain,10.667,-61.517
Beyond The Diagnosis- Finding your Village,2026-10-02,5:00 PM,"The Samaan Estate, Trinidad and Tobago",$130.00,Concert / Live Music,https://islandetickets.com/event/Beyondthediagnosis,"Neurodiversity Retreat Weekend: BEYOND THE DIAGNOSIS - FINDING YOUR VILLAGE
Welcoming All Neurodiverse Individuals, Individuals with Down Syndrome, Families, Educators, Allies, Advocates, and Supporters
Join us for a transformative weekend of conversation, resources, celebration, and community as we come together to support, honor, and celebrate autism, Down syndrome, and all forms of neurodiversity. This event welcomes autistic individuals, people with ADHD, dyslexia, Tourette syndrome, Down syndrome, and other neurodiverse experiences, along with families, caregivers, professionals, educator",islandetickets: https://islandetickets.com/event/Beyondthediagnosis,1,Port of Spain,10.667,-61.517
Paws & Prosecco,2026-10-02,5:00 PM - 10:00 PM,"Tipsy Ibis, Trinidad and Tobago",$200.00,Nightlife / Party,https://islandetickets.com/event/PawsandProsecco,Turning Party into Purpose ✨,islandetickets: https://islandetickets.com/event/PawsandProsecco,1,Port of Spain,10.667,-61.517
SOLIDARITY with Renée Fortune & Friends,2026-10-02,6:30 PM - 11:00 PM,"SOUND FORGE, Trinidad and Tobago",$200.00,General,https://islandetickets.com/event/SolidaritywithRenee,,islandetickets: https://islandetickets.com/event/SolidaritywithRenee,1,Port of Spain,10.667,-61.517
...At My Table...,2026-10-03,7:00 PM - 9:00 PM,"Kafe Blue, Wrightson Road, Port of Spain, Trinidad and Tobago",$150.00,Concert / Live Music,https://islandetickets.com/event/AtMyTableFour,"""Come Sit With Me""
On Saturday 3rd October 2026, Kevin Humphrey returns to Kafe Blue with the fourth installation of his event ""...At My Table...""
Backed by EFX THE BAND, At My Table is a musical journey that is focused on confronting the emotions that we do not necessarily want to deal with. We sit with pain and sadness for a minute to begin the mental healing process that we all need.
With special performances by
GABRIELLE ALLEYNE
PATRICE RICHARDSON
and
ROZE
this show promises to help you look inward and start dealing with the things we must deal with...whilst enjoying some good music!
Come ",islandetickets: https://islandetickets.com/event/AtMyTableFour,1,Port of Spain,10.667,-61.517
Black Girl Book Fair! Spooky Edition,2026-10-03,12:00 AM - 11:30 PM,,,Fair / Popup,https://www.eventbrite.com/e/black-girl-book-fair-spooky-edition-tickets-1990268350212,,eventbrite: https://www.eventbrite.com/e/black-girl-book-fair-spooky-edition-tickets-1990268350212,1,Port of Spain,10.667,-61.517
Ethically Shady: Navigating the Gray Areas of Interpreting,2026-10-03,10:00 AM - 1:30 PM,,,Arts & Theatre,https://www.eventbrite.com/e/ethically-shady-navigating-the-gray-areas-of-interpreting-tickets-1992852441298,,eventbrite: https://www.eventbrite.com/e/ethically-shady-navigating-the-gray-areas-of-interpreting-tickets-1992852441298,1,Port of Spain,10.667,-61.517
Griot Benedictions,2026-10-03,5:00 PM - 8:00 PM,"All Saints Church, Trinidad and Tobago",$200.00,Concert / Live Music,https://islandetickets.com/event/griotbenedictions,"There are stories carried in the rhythm of a drum.
Stories whispered through generations.
Stories that live in melody, movement, memory—and voice.
This October, Black Collar Creative Foundation invites you to experience an extraordinary evening of music, culture and storytelling as we honour the legacy of Janine Charles Farray.
Featuring our reigning Calypso Queen, Terri Lyons, Chuck Gordan, Stacey Sobers-Abraham, Dr. Eddie Cumberbatch, Natalia Dopwell, Marva Newton and many more...
Join us for our annual fundraising concert: GRIOT BENEDICTIONS!
From the timeless sound of Classical music, the ",islandetickets: https://islandetickets.com/event/griotbenedictions,1,Port of Spain,10.667,-61.517
Noir x Side Quest - Board Game Night!,2026-10-03,6:00 PM - 10:00 PM,"12 Austin St, St. Augustine, Trinidad and Tobago",$125.00,General,https://islandetickets.com/event/noir-sidequest,"If your ideal night out involves drinks, a table full of board games and finding out which one of your friends cannot be trusted at all, then this one’s for you!
Side Quest is teaming up with Noir Coffee Lab for our next hosted Board Game Night + Socializer.
Date: Saturday 3 October, 2026
6:00 PM - Grab your drink and socialize a bit
6:30 PM - Games start
9:00 PM - Games down, lime continues
10:00 PM - We reluctantly send you home...
Price:
$125 - Game night pass
$150 - Game night pass + a welcome drink
Location: Noir Coffee Lab: 12 Austin St, St. Augustine
Limited tickets available, so grab y",islandetickets: https://islandetickets.com/event/noir-sidequest,1,Port of Spain,10.667,-61.517
Open Decks Vol. 2,2026-10-03,8:00 PM - 2:00 AM,"Big Black Box, Trinidad and Tobago",$80.00,Nightlife / Party,https://islandetickets.com/event/Open-Decks,"Zø & Friends presents Open Decks Volume 2.
We’re back!
Open Decks is a night for electronic music, fresh sounds and the DJs helping push the local scene forward. This time, we’re taking things to a bigger space and bringing a few more familiar faces along for the ride.
Expect House, UK Garage, Drum & Bass, Dubstep, Hard Techno, Afro, Latin and whatever else makes sense on the night.
Saturday, October 3rd | 8PM–2AM
Big Black Box | Murray Street, Port of Spain
Want to play? DJ registration is open.
Follow @zo.andfriends for signup and updates.",islandetickets: https://islandetickets.com/event/Open-Decks,1,Port of Spain,10.667,-61.517
SUNKISS,2026-10-03,3:00 PM - 8:00 PM,"Abroad the ISLAND ROYALTY, Trinidad and Tobago",$250.00,Regatta / Maritime,https://islandetickets.com/event/TTGBP-and-Treasures,"SUNKISS COOLER BOAT RIDE
On the Island Royalty
boarding 2pm : sailing 3:pm
shuttle service from City gate RSVP for shuttle Service
Contact: Bynoe 3058977: Nicole 7710336 Dana:3879360: Hazel 3650240",islandetickets: https://islandetickets.com/event/TTGBP-and-Treasures,1,Port of Spain,10.667,-61.517
VISTA,2026-10-03,6:00 PM - 12:01 AM,"WESTSIDE ROOFTOP PORT OF SPAIN, Trinidad and Tobago",$250.00,Nightlife / Party,https://islandetickets.com/event/VISTA,"THE NIGHT IS YOURS… BUT THE ROOFTOP IS OURS.
**AN ELEVATED EVENING AWAITS**
Join us above the city for an intimate evening of **style, and exceptional company**.
As the sun sets and the skyline comes alive, settle into an atmosphere where **great music, effortless conversation, and carefully curated vibes** set the tone for the night.
**Bring Your Own Bottle**
**Dress to Impress**
**Rooftop Setting**
**Exclusive Atmosphere**
Bring your favourite bottle, your finest look, and the company that makes an evening worth remembering.
**The view will be breathtaking.
The company, unforgettable.
The ni",islandetickets: https://islandetickets.com/event/VISTA,1,Port of Spain,10.667,-61.517
